node_idx,position_x,position_y,area,roughness,min_elevation,elevation,aspect,curvature,flow_accumulation
3012,802993.0,349821.25,785.44806,0.06,304.72052,308.65625,19.041967,4.5769608e-05,1.0
3013,802969.6,349829.16,667.3472,0.06,305.54147,309.90625,46.893322,1.7575214e-05,1.0
3014,802946.25,349837.16,580.41034,0.06,307.78946,311.34375,18.787413,0.00010687241,1.0
3015,802921.3,349844.2,792.7813,0.06,308.11758,312.65625,36.369267,6.720734e-06,1.0
3016,802894.3,349847.2,681.3954,0.06,306.92612,312.21875,338.06274,4.187354e-05,1.0
3017,802869.56,349847.2,403.66718,0.06,307.71063,310.75,343.84555,8.151843e-05,1.0
3018,801862.0,349097.94,939.62555,0.06,352.31226,353.125,234.87105,5.1210194e-05,1.0
3019,801878.25,349116.3,713.7674,0.013,353.85443,354.65625,243.49928,8.562497e-05,2.0
3020,801896.06,349134.75,691.5798,0.013,355.33087,356.0625,250.4722,3.463069e-05,1.0
3021,801913.9,349151.72,718.7517,0.013,356.6905,357.125,209.03027,3.6517857e-05,2.0
3022,801932.06,349168.62,755.39923,0.013,357.09882,357.21875,304.9143,6.870342e-05,1.0
3023,801953.4,349184.72,641.3623,0.013,356.65482,357.0,38.47023,9.708792e-05,3.0
3024,801974.3,349197.7,654.7717,0.013,356.10135,356.5,54.99518,0.0001353011,6.0
3025,801997.44,349209.94,608.6598,0.013,355.02222,355.8125,18.464453,4.428841e-06,2.0
3026,802020.7,349219.56,633.99554,0.013,353.47922,354.71875,25.673746,3.5494181e-06,3.0
3027,802043.6,349228.38,677.41974,0.013,352.684,353.625,35.72521,6.2197237e-06,1.0
3028,802066.56,349237.2,421.10294,0.06,351.41055,352.1875,64.10021,1.689805e-06,2.0
3029,801897.0,349099.75,1070.393,0.013,352.72775,354.84375,186.49107,4.5494035e-06,1.0
3030,801913.3,349116.66,737.58484,0.013,355.03116,356.03125,167.35902,1.9229635e-06,1.0
3031,801931.06,349133.6,711.653,0.013,356.27783,356.9375,169.0989,1.2884245e-06,1.0
3032,801948.9,349150.12,690.1802,0.06,356.87704,357.4375,137.65683,7.039555e-06,1.0
3033,801966.56,349163.47,670.1935,0.013,356.69257,357.1875,142.4285,8.812595e-06,1.0
3034,801987.44,349176.44,579.9647,0.013,356.3076,356.90625,110.98341,8.676631e-06,2.0
3035,802007.56,349187.1,670.51825,0.013,355.31857,356.125,103.6426,1.6779419e-06,1.0
3036,802029.6,349196.22,655.6034,0.06,354.3167,355.03125,81.05769,7.4630753e-07,1.0
3037,802052.6,349205.03,573.827,0.06,352.9473,353.75,86.314575,2.7036879e-06,1.0
3038,802075.56,349213.84,347.18033,0.06,350.9326,352.125,65.56359,2.62675e-06,1.0
3039,802259.3,348949.97,663.67114,0.06,321.7275,323.28125,117.80112,0.0007497797,2.0
3040,802275.1,348962.06,515.81055,0.06,321.51465,322.71875,128.35686,0.00017573572,1.0
3041,802290.94,348974.2,567.2713,0.06,320.9044,321.25,104.054054,0.00030903085,1.0
3042,802306.75,348986.28,434.41162,0.06,320.81958,322.40625,179.08916,0.00033060517,1.0
3043,802322.56,348998.4,453.48627,0.06,321.07275,323.78125,146.04129,3.819842e-05,1.0
3044,802338.4,349010.5,450.38278,0.06,320.2561,323.03125,122.87757,8.7143206e-05,1.0
3045,802354.2,349022.6,491.39856,0.06,319.63312,320.71875,108.74171,1.8993545e-05,1.0
3046,802368.2,349034.78,456.46408,0.06,319.53125,320.1875,141.15749,6.6581284e-05,1.0
3047,802380.7,349048.66,495.73486,0.06,319.2093,320.28125,119.45437,3.041649e-06,1.0
3048,802393.2,349064.16,448.08282,0.06,318.80182,320.0,114.31289,1.6072598e-05,1.0
3049,802405.7,349079.66,484.46164,0.06,318.46024,319.25,75.95655,7.175119e-05,1.0
3050,802418.2,349095.16,404.70642,0.06,318.20068,318.6875,18.732992,2.2036436e-05,1.0
3051,802430.6,349110.7,535.1172,0.06,317.916,318.375,7.2302427,2.3777418e-05,5.0
3052,802443.1,349126.2,570.04065,0.06,317.15625,317.84375,80.24702,1.2892316e-05,1.0
3053,802455.6,349141.7,540.3853,0.06,317.01663,317.375,54.349583,1.0083373e-05,2.0
3054,802468.3,349157.22,513.5567,0.06,316.5097,316.9375,58.040447,1.4787553e-05,1.0
3055,802481.06,349172.6,537.2474,0.06,315.98038,316.375,351.1152,1.7747694e-05,3.0
3056,802493.8,349187.88,522.9444,0.06,315.77786,316.15625,329.60382,1.179277e-06,1.0
3057,802506.56,349203.2,478.40073,0.06,315.87497,316.0625,326.9796,1.1871742e-06,1.0
3058,802519.3,349218.47,508.45453,0.013,315.71875,315.90625,349.04022,2.4278215e-06,1.0
3059,802532.06,349233.78,497.7795,0.013,315.71875,316.375,197.51434,2.802745e-05,1.0
3060,802545.44,349249.12,419.39078,0.06,316.18533,317.25,278.3617,7.301144e-05,1.0
3061,802559.06,349263.78,552.2859,0.06,316.15887,317.59375,305.53012,3.475622e-05,1.0
3062,802572.7,349278.3,585.6148,0.06,316.43774,318.53125,299.51614,0.0001116858,1.0
3063,802586.4,349292.8,582.3834,0.06,316.5278,318.6875,302.97528,3.9252584e-05,1.0
3064,802600.0,349307.34,541.65497,0.06,316.7541,319.53125,309.43582,0.00011282724,1.0
3065,802613.6,349321.84,574.8848,0.06,317.13446,319.90625,287.64185,4.5594697e-05,1.0
3066,802627.25,349336.34,527.1571,0.06,318.04965,321.03125,258.7151,0.0001957386,1.0
3067,802640.6,349350.84,552.3246,0.06,321.33856,322.0625,140.44359,2.1808692e-05,1.0
3068,802653.56,349365.6,515.3109,0.06,321.27756,321.96875,127.93327,6.941995e-06,1.0
3069,802666.5,349380.72,521.5084,0.06,321.27557,321.875,104.61772,8.137584e-06,1.0
3070,802679.44,349395.88,486.03134,0.06,321.158,321.40625,126.859985,1.709553e-05,4.0
3071,802689.25,349410.25,433.05545,0.06,321.1899,321.75,128.57935,4.1465195e-05,1.0
3072,802696.3,349426.84,376.46167,0.06,321.0625,321.78125,101.44192,2.9554654e-05,1.0
3073,802701.6,349445.12,443.57135,0.06,320.7496,321.46875,76.80511,2.2346809e-05,1.0
3074,802704.44,349462.97,462.8971,0.06,320.31287,320.9375,43.916584,5.2909863e-06,1.0
3075,802705.9,349482.8,511.65106,0.013,319.97375,320.6875,91.90915,1.25241795e-05,1.0
3076,802707.25,349502.7,483.71503,0.013,319.28662,320.03125,45.38426,1.5699634e-05,1.0
3077,802707.94,349521.75,496.0779,0.013,318.4981,319.8125,73.15859,3.9017286e-05,1.0
3078,802706.5,349540.03,481.97232,0.013,317.5529,319.6875,73.54581,0.00013618203,1.0
3079,802703.5,349559.72,432.46716,0.013,316.6436,318.71875,66.41074,5.58494e-05,1.0
3080,802698.7,349576.03,462.82867,0.06,315.78293,317.375,45.903267,9.719013e-05,1.0
3081,802690.44,349594.1,592.4148,0.06,314.845,316.9375,54.015392,7.519287e-07,1.0
3082,802682.1,349612.2,497.1648,0.06,313.61597,315.96875,49.77268,1.7160177e-05,1.0
3083,802673.2,349627.72,468.96304,0.06,312.47607,314.96875,42.09046,2.4253874e-05,1.0
3084,802661.6,349643.25,554.8347,0.06,311.44928,313.65625,39.020836,8.022263e-06,1.0
3085,802649.3,349658.94,461.04718,0.06,310.57114,313.28125,43.798847,1.6752381e-05,1.0
3086,802637.06,349674.62,400.36557,0.06,309.16516,312.1875,31.068882,8.86151e-06,1.0
3087,802624.7,349689.1,447.91388,0.06,308.0152,311.375,35.1182,2.745933e-06,1.0
3088,802611.1,349703.3,431.57092,0.06,306.62585,309.46875,19.228321,8.2232254e-05,1.0
3089,802597.2,349717.56,445.96,0.06,304.67957,307.03125,358.46323,8.8733694e-05,1.0
3090,802583.3,349731.8,475.17453,0.06,302.64197,303.6875,310.51108,0.00014716285,1.0
3091,802578.1,349757.44,211.21317,0.013,303.01654,303.375,326.05923,2.6884044e-11,1.0
3092,802590.75,349774.03,203.97545,0.013,303.52103,303.90625,334.82498,3.5070575e-06,1.0
3093,802618.9,349773.94,557.2927,0.06,303.76672,304.40625,277.7566,0.00014001623,2.0
3094,802632.9,349759.78,493.7664,0.06,304.47818,305.8125,252.05789,2.5279483e-06,1.0
3095,802646.75,349745.53,531.8004,0.06,305.58994,306.75,255.38448,2.307546e-05,1.0
3096,802660.7,349731.28,517.0983,0.06,306.84412,307.8125,250.77211,2.3752486e-05,1.0
3097,802674.5,349715.72,557.90234,0.06,307.76572,309.15625,244.72757,4.7970632e-05,1.0
3098,802687.0,349700.03,572.138,0.06,308.54538,309.34375,299.50607,1.2089382e-05,4.0
3099,802699.3,349684.34,513.7392,0.06,309.6953,310.9375,291.92468,1.1364594e-05,1.0
3100,802711.56,349668.66,416.153,0.06,311.13293,312.65625,296.29904,6.919579e-05,4.0
3101,802723.5,349651.25,507.40747,0.06,312.42505,314.875,261.108,0.0001035678,1.0
3102,802733.2,349632.78,553.40784,0.06,313.7577,316.65625,252.8437,3.2873293e-05,1.0
3103,802741.5,349614.7,574.29565,0.06,314.7848,317.03125,257.65988,0.00012151298,1.0
3104,802749.8,349596.53,509.99734,0.06,315.9776,318.90625,262.9497,0.00014884162,1.0
3105,802756.44,349575.34,435.45844,0.06,317.09262,319.90625,270.94843,0.0003096537,1.0
3106,802759.75,349555.44,592.9658,0.06,318.12747,319.8125,244.31833,9.578784e-05,1.0
3107,802762.56,349535.5,633.27325,0.06,318.52765,320.53125,292.3351,9.00844e-05,1.0
3108,802763.2,349513.72,625.52606,0.06,319.87137,321.46875,283.39987,0.00028436093,1.0
3109,802761.8,349493.84,603.3884,0.06,320.08707,321.59375,283.65952,0.00020689366,1.0
3110,802760.4,349473.97,617.2422,0.06,320.15408,320.84375,278.1845,0.0001244429,4.0
3111,802758.94,349454.12,572.3059,0.06,320.64316,321.71875,318.74582,3.515829e-05,1.0
3112,802755.5,349432.84,419.30826,0.06,321.4041,322.5625,333.463,0.0001295799,1.0
3113,802749.7,349413.1,500.43564,0.06,322.1813,322.78125,309.2219,4.566615e-05,1.0
3114,802743.25,349394.12,600.7737,0.06,322.24738,322.875,349.0772,5.3943022e-05,1.0
3115,802732.44,349374.06,494.03107,0.06,322.5705,323.15625,327.60022,4.3368935e-05,1.0
3116,802719.6,349358.2,490.58173,0.06,322.53235,323.1875,312.91626,2.5708796e-05,1.0
3117,802706.7,349343.06,429.04504,0.06,322.44995,323.40625,324.68234,3.2154436e-05,1.0
3118,802693.75,349327.94,444.8656,0.06,322.6512,323.6875,290.76517,8.498822e-06,5.0
3119,802680.4,349312.75,427.66205,0.06,322.9445,323.59375,322.4768,9.029249e-06,1.0
3120,802666.75,349298.03,618.1229,0.06,323.04156,323.90625,4.2946687,7.9033794e-05,1.0
3121,802653.06,349283.53,549.8844,0.06,323.48727,324.03125,115.90934,3.5232492e-06,1.0
3122,802639.44,349269.03,581.5465,0.06,322.9821,324.3125,73.24073,0.00019516078,3.0
3123,802625.8,349254.5,537.1894,0.06,322.2311,324.78125,234.16235,0.00048704538,1.0
3124,802612.2,349240.0,566.32294,0.06,320.86313,324.15625,292.353,0.0006587663,1.0
3125,802598.56,349225.47,554.6949,0.06,318.8018,322.0,287.86185,0.00013505832,1.0
3126,802585.2,349210.97,503.52493,0.06,317.62363,319.40625,296.99365,0.0002581677,1.0
3127,802572.4,349196.28,504.7933,0.06,317.3762,319.375,319.80154,0.00015492273,1.0
3128,802559.6,349180.97,526.3451,0.06,317.15527,318.6875,295.25348,0.00027624296,2.0
3129,802546.9,349165.7,513.48425,0.06,316.27972,317.5625,290.21445,0.00014997747,1.0
3130,802534.1,349150.38,449.63406,0.06,314.4871,316.21875,304.06348,0.00020487198,1.0
3131,802521.4,349135.1,488.37967,0.06,312.4403,313.65625,285.56152,8.2015544e-14,1.0
3132,802508.75,349119.78,414.86212,0.06,312.3948,313.09375,-1.0,1.8256638e-30,1.0
3133,802496.25,349104.44,547.7245,0.06,313.31168,313.875,69.41448,8.722076e-14,2.0
3134,802483.75,349088.9,577.87756,0.06,313.95453,314.28125,89.364815,1.8716142e-14,1.0
3135,802471.25,349073.4,542.45557,0.06,314.29425,314.84375,75.96375,3.6380824e-14,1.0
3136,802458.75,349057.9,527.5389,0.06,314.49017,315.8125,315.02267,7.362626e-07,1.0
3137,802446.25,349042.4,524.8574,0.06,315.54007,316.71875,80.28339,6.586793e-05,1.0
3138,802433.8,349026.88,464.57538,0.06,316.44055,318.0625,95.80611,4.2789172e-05,1.0
3139,802421.3,349011.38,507.28732,0.06,318.52994,319.0625,58.22283,2.3207886e-05,1.0
3140,802407.4,348995.8,453.20065,0.06,319.4779,319.90625,118.78662,1.8939645e-05,4.0
3141,802391.44,348981.88,491.79153,0.06,319.52487,320.03125,120.18,1.0123518e-05,1.0
3142,802375.6,348969.75,508.60306,0.06,320.05444,320.46875,337.6317,2.63004e-05,1.0
3143,802359.8,348957.66,501.1938,0.06,320.1966,320.71875,320.87286,1.6142156e-05,1.0
3144,802344.0,348945.56,563.2488,0.013,320.57574,320.96875,88.355255,3.970145e-06,1.0
3145,802328.2,348933.44,498.623,0.013,320.86197,321.5625,123.729996,4.0382893e-06,1.0
3146,802312.44,348921.34,398.74118,0.013,321.48877,321.78125,273.4406,4.7989624e-06,1.0
3147,802296.6,348909.22,558.06866,0.06,321.50424,321.71875,173.90652,2.3826318e-05,1.0
3148,802270.4,348907.44,509.50552,0.06,322.31152,324.5,66.86674,0.000102575475,3.0
3149,802255.6,348922.0,681.3005,0.06,323.38052,326.4375,69.29768,8.124707e-05,4.0
3150,802271.5,348934.1,357.2423,0.06,321.71912,322.03125,56.171055,0.00034119995,2.0
3151,802287.3,348946.2,348.47778,0.013,321.6263,321.875,338.60162,1.8699934e-06,2.0
3152,802303.1,348958.3,348.47778,0.013,320.9936,321.59375,24.126783,7.653127e-06,3.0
3153,802318.94,348970.4,348.47778,0.013,320.62692,321.0625,354.35776,8.285217e-07,1.0
3154,802334.75,348982.5,348.47778,0.013,320.3125,320.5,8.408912,0.000104253515,1.0
3155,802350.56,348994.62,348.47778,0.013,319.96527,320.1875,347.97772,5.4101485e-05,1.0
3156,802366.4,349006.72,354.9426,0.013,319.65683,320.0625,352.2066,2.533328e-05,1.0
3157,802382.25,349020.56,351.17218,0.013,319.53125,319.8125,348.20966,2.1132488e-05,1.0
3158,802396.25,349036.1,354.68954,0.013,319.18433,319.53125,62.069668,3.0935465e-05,2.0
3159,802408.75,349051.6,348.47778,0.013,318.7645,319.1875,43.902515,4.2468455e-05,5.0
3160,802421.25,349067.12,348.47778,0.013,318.43716,318.84375,344.55707,7.3828614e-06,1.0
3161,802433.75,349082.62,348.47778,0.013,318.14108,318.4375,4.304469,3.04427e-06,1.0
3162,802446.25,349098.12,348.47778,0.013,317.84595,318.03125,12.567945,1.0207988e-05,1.0
3163,802458.7,349113.66,348.47778,0.013,317.15625,317.71875,28.810793,3.103203e-05,1.0
3164,802471.2,349129.16,348.05557,0.013,316.95636,317.25,20.90155,2.2001122e-05,1.0
3165,802483.7,349144.47,348.32867,0.013,316.42044,316.84375,7.2264323,1.4540299e-05,1.0
3166,802496.4,349159.78,348.22195,0.013,316.3797,316.59375,311.1959,1.0210732e-05,1.0
3167,802509.1,349175.06,348.47778,0.013,316.2498,316.46875,1.5505779,5.1052757e-06,1.0
3168,802521.9,349190.38,348.47778,0.013,316.18814,316.34375,317.69928,7.0351064e-07,1.0
3169,802534.6,349205.66,348.47778,0.013,315.9113,316.3125,314.22577,8.492132e-07,2.0
3170,802547.4,349220.97,346.46667,0.013,315.8397,316.5,278.60007,8.999729e-06,1.0
3171,802560.2,349235.6,346.79413,0.013,316.57117,317.21875,255.4272,2.2346808e-06,1.0
3172,802573.6,349250.1,347.58682,0.013,317.60876,318.15625,218.94453,1.1801908e-05,1.0
3173,802587.3,349264.6,348.47778,0.013,318.48453,318.90625,216.52974,8.065577e-06,1.0
3174,802600.94,349279.12,348.47778,0.013,319.25082,319.5625,220.78583,1.9208599e-06,1.0
3175,802614.56,349293.62,348.47778,0.013,319.88937,320.1875,203.70885,7.5678777e-06,1.0
3176,802628.2,349308.16,348.47778,0.013,320.29196,320.65625,203.34283,3.5758342e-07,1.0
3177,802641.8,349322.66,349.59235,0.013,320.82367,321.0625,255.53813,1.894099e-06,1.0
3178,802655.44,349337.44,348.98758,0.013,321.1545,321.28125,303.8785,2.4495287e-06,1.0
3179,802668.8,349352.6,350.2778,0.013,321.15646,321.3125,319.35516,1.0814466e-06,1.0
3180,802681.75,349367.72,348.47778,0.013,321.18777,321.40625,309.1337,3.6424665e-06,1.0
3181,802694.7,349382.88,357.24084,0.013,321.1746,321.40625,326.16415,7.64065e-06,1.0
3182,802706.94,349400.9,342.92108,0.013,321.21765,321.375,96.06649,1.3632544e-05,4.0
3183,802715.3,349420.5,359.63312,0.013,321.01215,321.1875,350.7308,1.089033e-05,1.0
3184,802721.06,349440.3,353.02225,0.013,320.73624,320.90625,16.680265,6.0868847e-06,3.0
3185,802724.4,349461.53,357.3687,0.013,320.30197,320.59375,2.4540317,1.2366062e-05,3.0
3186,802725.8,349481.4,348.47778,0.013,319.83102,320.15625,348.91418,3.6188035e-06,1.0
3187,802727.25,349501.25,352.18787,0.013,319.23108,319.625,5.6734324,1.0311259e-06,1.0
3188,802727.94,349521.84,344.43262,0.013,318.4679,319.03125,340.2011,5.7139205e-06,1.0
3189,802726.25,349543.06,353.56238,0.013,317.49188,318.125,320.64142,6.930304e-06,1.0
3190,802723.25,349562.75,358.7921,0.013,316.635,317.21875,313.59866,7.3389265e-07,1.0
3191,802716.9,349584.25,362.46176,0.013,315.54782,316.1875,328.00705,1.0014129e-05,2.0
3192,802708.6,349602.44,348.90237,0.013,314.413,315.09375,315.01434,8.397434e-06,1.0
3193,802700.3,349620.53,353.77435,0.013,313.16763,313.90625,311.29477,4.690071e-07,1.0
3194,802689.5,349639.28,345.87607,0.013,311.78543,312.46875,330.4984,0.000111621244,2.0
3195,802677.4,349655.6,350.56796,0.013,310.44836,311.25,326.60742,0.000102637925,2.0
3196,802665.06,349671.28,348.47778,0.013,309.1758,309.84375,346.29068,0.00022841421,2.0
3197,802652.8,349686.94,351.16827,0.013,308.13602,308.6875,353.15314,0.00021133684,2.0
3198,802639.3,349702.72,347.1873,0.013,306.80505,307.40625,315.63068,0.00017248456,1.0
3199,802625.44,349717.28,349.68875,0.013,305.65964,306.28125,328.23004,0.0001841543,1.0
3200,802611.5,349731.53,348.47778,0.013,304.55313,305.125,331.46756,0.00012577063,1.0
3201,802597.6,349745.78,364.8054,0.013,303.43924,304.25,257.255,1.247113e-05,1.0
3202,802604.7,349759.72,354.55978,0.06,304.07498,304.5625,329.14807,4.0510487e-05,3.0
3203,802618.56,349745.78,346.68808,0.013,304.48315,305.15625,352.18198,1.2812205e-05,1.0
3204,802632.5,349731.56,348.47778,0.013,305.51938,306.28125,340.07047,2.0100264e-05,1.0
3205,802646.4,349717.3,345.3588,0.013,306.70218,307.34375,332.1885,6.7402184e-06,1.0
3206,802659.0,349703.16,349.85617,0.013,307.72922,308.40625,329.90533,1.2779375e-05,1.0
3207,802671.25,349687.7,347.60745,0.013,308.8085,309.6875,329.835,4.32728e-05,2.0
3208,802683.56,349672.0,348.47778,0.013,309.87854,310.75,325.43518,2.7018119e-05,1.0
3209,802695.8,349656.34,345.08383,0.013,311.12018,312.0,350.04697,1.3168375e-05,1.0
3210,802706.3,349641.03,354.3346,0.013,312.22614,312.875,6.431437,2.9106372e-06,1.0
3211,802715.06,349624.4,341.23154,0.013,313.3126,313.84375,9.453898,3.4523095e-05,1.0
3212,802723.4,349606.3,348.32025,0.013,314.4746,315.21875,358.31598,4.0779614e-05,1.0
3213,802731.6,349588.25,330.6779,0.013,315.64993,316.09375,353.33298,5.0352188e-05,1.0
3214,802736.75,349571.75,343.36154,0.013,316.55185,316.96875,332.33054,4.9556256e-05,1.0
3215,802740.0,349552.4,345.53705,0.013,317.47116,317.78125,346.64825,6.266242e-05,1.0
3216,802742.75,349532.94,349.92874,0.013,318.19244,318.59375,346.63644,7.788608e-05,1.0
3217,802743.25,349515.12,343.57428,0.013,318.8626,319.125,288.36084,0.00017863156,1.0
3218,802741.8,349495.28,348.47778,0.013,319.36584,319.625,26.515743,8.021056e-05,1.0
3219,802740.44,349475.4,348.47778,0.013,319.7643,320.03125,28.337881,5.5187273e-05,1.0
3220,802739.0,349455.56,341.55252,0.013,320.20288,320.5,344.81415,7.777503e-05,1.0
3221,802736.1,349437.75,340.41782,0.013,320.66605,320.8125,300.9673,0.00018983352,1.0
3222,802730.75,349419.4,345.09503,0.013,320.92026,321.3125,295.29272,6.7689274e-05,2.0
3223,802724.4,349400.7,343.0587,0.06,321.11374,321.53125,304.58676,3.0116084e-05,1.0
3224,802716.56,349386.22,348.20602,0.06,321.25,321.5625,300.599,0.00011485501,2.0
3225,802704.44,349371.2,344.76233,0.06,321.3141,321.375,303.8442,0.00015818227,1.0
3226,802691.5,349356.06,348.47778,0.06,321.31522,321.34375,296.79102,0.00018812488,4.0
3227,802678.56,349340.9,346.9875,0.06,321.28177,321.28125,313.2212,0.0004397131,5.0
3228,802665.56,349326.25,347.60986,0.06,321.15195,321.34375,319.14038,0.000407981,2.0
3229,802652.1,349311.75,347.41162,0.06,320.8107,321.9375,319.18008,0.00017056716,1.0
3230,802638.5,349297.22,348.47778,0.06,320.39673,321.59375,307.1551,0.0002801686,3.0
3231,802624.9,349282.72,348.47778,0.06,319.83487,320.1875,281.02286,0.00057133095,1.0
3232,802611.25,349268.2,348.47778,0.06,319.2197,319.5625,293.6792,0.0010379208,1.0
3233,802597.6,349253.7,348.47778,0.06,318.4102,318.875,275.97433,0.0006690628,4.0
3234,802584.0,349239.2,349.56326,0.06,317.64212,318.03125,264.47318,0.00045514468,3.0
3235,802570.4,349224.4,349.4121,0.06,316.90625,317.21875,251.97832,0.00010503969,3.0
3236,802557.0,349209.1,351.0437,0.06,316.48776,316.75,270.25906,6.128988e-05,1.0
3237,802544.25,349193.78,348.47778,0.06,316.43173,316.71875,302.79605,0.00010161577,1.0
3238,802531.5,349178.47,348.47778,0.06,316.2065,316.34375,195.87318,1.3998623e-05,1.0
3239,802518.75,349163.2,348.47778,0.06,314.60385,316.1875,273.5197,1.2316365e-06,2.0
3240,802506.0,349147.88,348.7678,0.06,312.44003,315.6875,158.74638,4.630748e-06,1.0
3241,802493.3,349132.5,348.41525,0.06,312.3266,316.28125,96.64523,8.089937e-05,1.0
3242,802480.7,349116.97,349.07742,0.06,314.03366,316.71875,112.70388,4.895801e-05,2.0
3243,802468.2,349101.47,348.47778,0.06,314.96658,317.28125,111.1534,5.1592735e-05,1.0
3244,802455.7,349085.97,348.47778,0.06,315.63498,317.9375,103.79051,0.00026568427,1.0
3245,802443.2,349070.44,348.47778,0.06,316.43515,318.21875,132.57272,0.00016632954,1.0
3246,802430.7,349054.94,348.47778,0.06,317.23148,318.65625,121.52621,4.385851e-05,1.0
3247,802418.2,349039.44,348.47778,0.06,318.10495,318.9375,72.70891,3.9353836e-06,1.0
3248,802405.75,349023.9,343.716,0.06,318.7652,319.21875,13.24768,2.525755e-05,1.0
3249,802393.2,349009.94,342.54654,0.06,319.34573,319.4375,336.8077,7.5870856e-05,1.0
3250,802379.3,348997.75,343.80173,0.06,319.55707,319.65625,69.15636,8.0572674e-05,8.0
3251,802363.5,348985.66,348.47778,0.013,319.75,319.96875,94.6566,3.0923984e-05,1.0
3252,802347.7,348973.53,348.47778,0.013,320.1584,320.71875,78.26007,3.9935127e-05,1.0
3253,802331.9,348961.44,348.47778,0.013,320.7695,321.1875,40.240696,9.507878e-06,2.0
3254,802316.06,348949.3,348.47778,0.013,321.41922,321.75,8.702799,4.5667844e-06,1.0
3255,802300.25,348937.22,348.47778,0.013,321.72684,321.90625,99.677185,4.0348186e-06,2.0
3256,802284.44,348925.12,424.16882,0.013,321.75818,322.03125,63.388214,8.011455e-05,1.0
3257,802603.8,349851.56,622.059,0.06,301.26062,302.09375,317.99847,9.891304e-15,1.0
3258,802617.06,349866.44,421.10522,0.06,301.4661,301.84375,30.516918,7.159816e-13,5.0
3259,802630.3,349881.3,482.6725,0.06,300.7998,301.625,-1.0,3.578301e-29,1.0
3260,802645.2,349896.16,434.97885,0.06,300.25378,300.8125,15.875946,1.8942147e-14,1.0
3261,802660.2,349909.34,460.2812,0.06,299.9194,300.375,348.8587,6.922854e-14,1.0
3262,802675.1,349922.44,475.3239,0.06,299.14032,299.78125,350.98068,7.4338396e-14,1.0
3263,802690.1,349935.53,458.62955,0.06,298.44012,299.0625,-1.0,1.3509913e-29,1.0
3264,802705.1,349948.62,518.2968,0.06,298.3125,298.9375,310.72348,1.2195862e-13,2.0
3265,802720.8,349961.62,502.21277,0.06,298.49915,298.8125,294.29807,3.8703565e-15,1.0
3266,802738.3,349973.5,586.7104,0.06,298.4283,299.0,256.09354,6.2227995e-13,1.0
3267,802755.44,349983.6,445.79172,0.06,298.36166,298.78125,201.3356,2.0273466e-14,2.0
3268,802772.56,349993.7,475.77765,0.06,298.34985,298.84375,191.9699,3.9639368e-16,2.0
3269,802789.75,350003.78,514.1001,0.06,298.31305,298.90625,187.7336,1.0814751e-15,1.0
3270,802806.9,350013.88,581.64624,0.06,298.40723,299.1875,197.07909,5.5097854e-15,2.0
3271,802824.0,350023.97,581.912,0.06,298.47034,299.46875,195.60925,1.1852085e-14,1.0
3272,802842.8,350033.5,472.97794,0.06,299.0497,299.84375,221.15063,1.5859282e-14,1.0
3273,802862.44,350040.7,412.932,0.06,299.59808,300.625,185.66888,5.8087134e-14,1.0
3274,802881.44,350046.53,548.68036,0.06,299.8686,300.5,179.0608,2.818757e-13,2.0
3275,802900.44,350052.34,511.15033,0.06,300.45584,301.0625,204.56473,5.2283807e-13,1.0
3276,802919.5,350058.2,457.94785,0.06,300.19138,300.71875,-1.0,3.9799472e-29,1.0
3277,802938.5,350064.03,425.66797,0.06,300.2485,302.375,44.89633,7.1692035e-08,1.0
3278,802957.5,350069.88,597.6557,0.06,300.60376,304.21875,174.4154,0.0009478055,2.0
3279,802977.6,350075.0,530.06085,0.06,301.56055,304.65625,177.02165,0.0006782377,2.0
3280,802998.3,350078.06,513.2543,0.06,301.8662,304.875,176.25464,0.0004784893,1.0
3281,803018.1,350079.94,483.78986,0.06,301.90033,305.09375,174.88698,0.00014255552,1.0
3282,803037.94,350081.8,466.34235,0.06,302.07062,304.6875,173.93767,0.0004015281,1.0
3283,803057.75,350083.66,445.2968,0.06,302.51224,304.78125,166.42621,0.0003339858,1.0
3284,803077.75,350085.38,426.3808,0.06,302.6793,304.21875,227.34923,0.00046930823,2.0
3285,803098.4,350086.12,424.15314,0.06,303.97815,306.5,199.66484,2.1500664e-05,1.0
3286,803118.25,350086.06,424.59015,0.013,305.24637,307.625,177.90543,0.00023283061,1.0
3287,803138.2,350085.97,431.0631,0.06,306.5623,308.625,206.65483,2.9095132e-05,1.0
3288,803158.56,350085.28,435.29254,0.06,308.08112,309.3125,217.34195,5.9144037e-05,1.0
3289,803178.44,350084.12,433.00806,0.06,309.4447,311.1875,217.35646,1.8886123e-05,1.0
3290,803198.3,350082.97,446.56668,0.06,311.40295,312.84375,242.24146,1.6260063e-05,1.0
3291,803218.2,350081.8,464.24164,0.06,312.8048,314.1875,227.37871,1.0512139e-05,1.0
3292,803238.0,350080.66,477.49365,0.06,314.48996,315.78125,229.00916,1.7961042e-05,1.0
3293,803257.9,350079.47,485.85785,0.06,315.59717,316.78125,184.32635,0.00013809586,1.0
3294,803277.75,350078.3,496.4554,0.06,317.03006,317.90625,249.05893,1.6001453e-05,1.0
3295,803297.6,350077.16,493.8223,0.06,318.07382,318.5625,248.99745,9.927173e-05,1.0
